feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
-2.9562684584248617,0.33086162357399074,0.9092073896079631,1.44465753002119,0.6772085213501834,4.131235892192329,-1.1248576564273856,0.5331601964442563,-1.0795504116394294,0.16805237152210695,-0.7852544836593147,2.5092067502769213,-1.7403571734610526,-1.8156886310415743,-4.275164817570866,0
0.8414144086359957,4.405011927254707,0.26519332798648265,2.4710779109678986,0.2608231676775328,-0.547702247313578,-3.0515192938168796,-0.011707599174832384,-0.024832667703754394,-3.4647851071370463,-4.039557705037743,6.731154741798604,-1.0883819925900118,-7.567880305788266,-1.144719468264695,0
3.2044184681104904,0.6619188915260046,0.8622221209628738,3.821254432915231,-1.2447668741691826,1.4153508912017105,-0.6044335294301275,-4.103779099100516,-0.026483628288828647,1.9010602988612213,-2.8959791606888197,4.013350580359927,-2.110840058464482,-6.023219979021264,1.0258440081466431,0
2.6346481263848607,1.003854478881125,-0.895633502320017,-2.0341449782665744,0.3055643843570512,-1.9308694191045,-1.7597917921408506,-0.3916355671954912,-1.2538048271000084,0.6003364638175452,0.0038411484847205024,-0.6427747879233422,-2.104146330529499,2.7714976301516114,-3.549034618866545,0
2.5486029319283734,2.7605113626602176,-1.8384285734972088,-0.31239310398563735,-1.7644481722305585,-4.1512104098778515,-0.3552866968744067,1.057514719384081,0.2910068624638142,-3.896390203289442,-2.2612685692772283,2.2267534930998503,1.6454415426204645,-1.5839983382029765,0.4945223704938182,0
-1.6965674647747941,-2.0694864645720576,-1.6384140146502784,3.8648371021500196,0.7030651467411015,-3.273246431796708,3.0032000088531596,-6.237682486726382,-0.5276851944169594,5.455520989300696,1.3533186124459793,-1.2049885333261052,2.9344543322158234,3.10017213387074,3.2097974672893077,1
4.671203121054064,-4.224189867620242,-2.205437649841543,3.0283597279776324,0.292951833518835,0.4920347286758622,-1.0570917438468097,-4.807514590598868,-1.2015881881405177,0.7343266575337086,0.30456517740313294,7.420965213730609,-2.1987963068043026,-0.5097026837683446,0.04770588572440637,1
1.4731545091175193,0.08298223058468968,-0.44532303329608103,0.4498791491510228,-1.8387767179789956,0.4531201011037952,-0.23666553635081866,-1.2770872655179033,-0.8147181812341315,1.7301882301709144,-0.016335332405736924,0.0387328526753835,-2.7052064254392247,0.31186091842837493,-1.9875273449939046,0
-0.12610780560821366,2.8066237906811473,-0.35523007525444983,3.362160502883315,-1.9792058592406632,2.278057931306346,-0.8918477810416985,1.4382074797299185,-0.2689161946978014,-2.8334495860869144,-2.52544253627799,4.902408889564394,-0.8953569470822008,-7.760575013186701,-0.6954697248646153,0
0.43987097952082155,3.050694282691637,0.3450571393974129,1.7966961791543028,0.9088124113499689,-0.6437775151344274,-0.2614876635626828,1.060287052928354,-0.40797147810125295,-3.2282395153054364,-3.232762068676883,3.396321501782926,0.6663376487165267,-4.284471877366989,-0.7322960051875491,0
0.5034214793288672,1.6257323329965079,0.18260890510089012,0.6548560998051902,-0.08485904498935258,0.9878160313142347,-1.1947240092329128,-0.7456929660364108,0.17380116487733835,0.34246080522297406,-1.7973319945518953,1.8429659511076915,-2.488123675979514,-1.9437040656015534,-2.9272557391964957,0
-0.9454668726453204,2.1622292257179168,-1.7821856175473978,1.8333015438686306,-1.9297802318050268,1.5130154559621656,-0.11773974521326236,2.5057150047799204,-0.39719096651343244,-2.149599706628718,-0.6302367270871849,1.7795199224521632,0.23081230207744508,-4.58301244799829,-1.0399514946089716,0
1.9810861393554697,0.1830539627478749,3.0826330337594117,2.989823403494612,0.10103348798279618,-1.4877192013463647,-0.33126818241188594,-3.1762039108375917,0.46957889689839183,1.8301370481426096,-1.031759051201509,0.9948076706508405,1.9764628241462048,-0.8528061246433019,1.605609324559535,1
0.8990272541880345,1.717752806903512,-0.7948175099763732,2.2499530761202045,-0.5908281109074761,1.1066406488229703,1.625490088193525,1.0589509505322252,-0.07497925907755129,0.644564461127286,0.08374733177294802,-1.07680976133498,-2.791340444512528,-2.4468955526440146,-1.0631193778418973,0
1.1522153477996815,2.023512728799417,-0.7313814329820848,-0.20209077788905727,3.089889607686385,-0.31073395830901895,-0.8798784055402984,0.6243066500312804,0.28020554105019435,-0.14706534251366765,-0.5785254738645195,0.18498776801066893,-2.733525999649218,-0.5433981451071254,-2.9418836496102294,0
0.46155463916979356,0.8467500582114404,1.3266018972682394,-0.9310794416738977,1.0224482728559243,-1.5287179999058305,0.5083222549844497,0.8317330922631291,-0.5334317466174908,0.1936099339187829,-0.2931977604766838,-3.0665152229339863,2.7875304680600745,2.5317388914858703,-0.9141898344536887,1
2.1208831222091264,0.8535562444625888,0.7718010673207572,0.5828104211369576,-1.6563805271410257,-1.3642375853398145,0.3259401275474656,-2.604186021339747,-0.5123173104590948,2.519813804895001,-0.9792620470540794,-0.8028007456044809,-2.8504217436133206,1.428642192200654,-1.7395454396427796,0
-1.397334793828318,-1.2261583475708693,-0.9708624565985081,-0.801063197124668,0.8773505067396974,1.7294404997691655,-0.07936818048392702,1.2668039294677638,-0.19678094887698314,-0.3663947472527973,0.8893514070592068,0.26326427176966943,-0.32505145398829405,2.5591047496928505,-3.5989874178750023,0
0.8299200591184241,2.154496702328651,0.4398652470576101,3.3582249074162527,0.40795690975064797,3.168941986019016,-1.230889885224127,1.1757847722995456,0.35502561793492887,-1.8904487377408596,-2.366430445334297,4.022208953799316,0.43019423661007505,-7.755192734483783,-0.6921061785450282,0
-2.3738356597284285,2.158631496163515,-0.9336082884544681,3.285295268555159,2.208419091154705,-1.03720798092532,3.293947463914473,2.8761526119321967,-0.5943498527396046,2.427477776531199,3.6120904231400073,-6.481750149457822,1.775643592555004,2.6681428741772963,-2.2394153691336305,1
2.2817435879379917,-1.3672496854701812,2.348599366249927,2.820744133676838,0.9958934155892449,-0.07297231431420192,1.2299471011731091,-1.0009459399004244,0.1596082474008315,0.29388963741994845,0.07912956625950973,0.7439033491774439,1.6490373863005239,0.11409293702369426,1.393918012793939,1
